order_id,id,parent_id,amount,error_code,kind,status,created_at
7676950559.00,8332405151.00,,157.97,,authorization,success,8/22/2016
7676970591.00,8332426399.00,,76.00,,authorization,success,8/22/2016
7676978527.00,8332430431.00,,103.00,card_declined,authorization,failure,8/22/2016
7676978527.00,8332436319.00,,103.00,,authorization,success,8/22/2016
7676989599.00,8332448287.00,,270.48,,authorization,success,8/22/2016
7677033695.00,8332496671.00,,149.00,,authorization,success,8/22/2016
7677036255.00,8332500063.00,,121.00,,authorization,success,8/22/2016
7677053023.00,8332520287.00,,32.00,,authorization,success,8/22/2016
7677060767.00,8332530079.00,,125.00,,authorization,success,8/22/2016
7677579231.00,8333092447.00,,34.31,,authorization,success,8/22/2016
7677083615.00,8332555423.00,,154.83,,authorization,success,8/22/2016
7677109471.00,8332585695.00,,82.38,,authorization,success,8/22/2016
7677147743.00,8332630751.00,,32.00,,authorization,success,8/22/2016
7677148319.00,8332631135.00,,222.83,,authorization,success,8/22/2016
7677160543.00,8332644447.00,,114.00,incorrect_cvc,authorization,failure,8/22/2016
7677160543.00,8332646111.00,,114.00,,authorization,success,8/22/2016
7677225439.00,8332687455.00,,145.00,,authorization,success,8/22/2016
7677229151.00,8332691999.00,,77.00,,authorization,success,8/22/2016
7677250015.00,8332716383.00,,32.00,,authorization,success,8/22/2016
7677255135.00,8332723295.00,,165.83,,authorization,success,8/22/2016
7677256863.00,8332725407.00,,45.24,,authorization,success,8/22/2016
7677260575.00,8332729951.00,,52.00,,authorization,success,8/22/2016
7677261663.00,8332731487.00,,158.00,,authorization,success,8/22/2016
7677262943.00,8332732767.00,,182.00,,authorization,success,8/22/2016
7677265375.00,8332735391.00,,32.00,,authorization,success,8/22/2016
7677267935.00,8332738399.00,,45.00,,authorization,success,8/22/2016
7677268639.00,8332739167.00,,32.00,,authorization,success,8/22/2016
7677269023.00,8332739487.00,,112.00,,authorization,success,8/22/2016
7677271455.00,8332741855.00,,65.00,,authorization,success,8/22/2016
7677283935.00,8332756575.00,,226.00,,authorization,success,8/22/2016
7677285855.00,8332758623.00,,107.97,,authorization,success,8/22/2016
7677307359.00,8332786143.00,,42.00,,authorization,success,8/22/2016
7677307487.00,8332786335.00,,87.00,,authorization,success,8/22/2016
7677308703.00,8332788063.00,,49.00,,authorization,success,8/22/2016
7677329375.00,8332812319.00,,229.85,,authorization,success,8/22/2016
7677330079.00,8332813151.00,,34.31,,authorization,success,8/22/2016
7677330271.00,8332813215.00,,126.73,,authorization,success,8/22/2016
7677338463.00,8332822879.00,,113.62,,authorization,success,8/22/2016
7677339999.00,8332824991.00,,45.24,,authorization,success,8/22/2016
7677353119.00,8332840991.00,,132.00,,authorization,success,8/22/2016
7677364639.00,8332853727.00,,45.00,,authorization,success,8/22/2016
7677368287.00,8332858143.00,,268.00,,authorization,success,8/22/2016
7677371871.00,8332862623.00,,72.55,,authorization,success,8/22/2016
7677374943.00,8332865759.00,,100.00,,authorization,success,8/22/2016
7677381087.00,8332872991.00,,87.00,,authorization,success,8/22/2016
7677381471.00,8332873439.00,,124.55,,authorization,success,8/22/2016
7677383711.00,8332876127.00,,32.00,,authorization,success,8/22/2016
7677387807.00,8332881247.00,,119.00,,authorization,success,8/22/2016
7677401823.00,8332897439.00,,103.00,,authorization,success,8/22/2016
7677412447.00,8332909279.00,,91.12,,authorization,success,8/22/2016
7677413279.00,8332910495.00,,131.10,,authorization,success,8/22/2016
7677413919.00,8332911391.00,,179.17,,authorization,success,8/22/2016
7677415647.00,8332913119.00,,94.40,,authorization,success,8/22/2016
7677421151.00,8332919647.00,,65.00,,authorization,success,8/22/2016
7677426655.00,8332925535.00,,331.00,,authorization,success,8/22/2016
7677427807.00,8332927071.00,,121.00,,authorization,success,8/22/2016
7677431007.00,8332930719.00,,136.80,,authorization,success,8/22/2016
7677431711.00,8332931551.00,,121.00,,authorization,success,8/22/2016
7677435999.00,8332937311.00,,45.24,,authorization,success,8/22/2016
7677438879.00,8332940639.00,,87.00,,authorization,success,8/22/2016
7677442463.00,8332945055.00,,42.00,,authorization,success,8/22/2016
7677442975.00,8332945567.00,,126.00,,authorization,success,8/22/2016
7677460703.00,8332965151.00,,81.29,,authorization,success,8/22/2016
7677463135.00,8332968415.00,,52.00,,authorization,success,8/22/2016
7677464671.00,8332969951.00,,32.00,,authorization,success,8/22/2016
7677474399.00,8332980831.00,,122.85,,authorization,success,8/22/2016
7677477663.00,8332983647.00,,34.31,,authorization,success,8/22/2016
7677490655.00,8332997919.00,,169.97,,authorization,success,8/22/2016
7677491231.00,8332998623.00,,59.00,,authorization,success,8/22/2016
7677502367.00,8333003487.00,,119.83,incorrect_zip,authorization,failure,8/22/2016
7677519263.00,8333004767.00,,52.00,,authorization,failure,8/22/2016
7677502367.00,8333009439.00,,119.83,,authorization,success,8/22/2016
7677519263.00,8333010271.00,,32.00,,authorization,failure,8/22/2016
7677519263.00,8333011039.00,,32.00,,authorization,failure,8/22/2016
7677519263.00,8333012831.00,,32.00,,authorization,failure,8/22/2016
7677505887.00,8333013023.00,,77.00,,authorization,success,8/22/2016
7677510111.00,8333017503.00,,361.00,,authorization,success,8/22/2016
7677513503.00,8333021215.00,,34.31,,authorization,success,8/22/2016
7677517087.00,8333024223.00,,32.00,,authorization,success,8/22/2016
7677519263.00,8333027039.00,,32.00,,authorization,success,8/22/2016
7677522847.00,8333031263.00,,75.00,,authorization,success,8/22/2016
7677525343.00,8333034015.00,,103.00,,authorization,success,8/22/2016
7677525919.00,8333034719.00,,101.00,,authorization,success,8/22/2016
7677528671.00,8333037407.00,,196.65,,authorization,success,8/22/2016
7677529119.00,8333037983.00,,128.92,,authorization,success,8/22/2016
7677536863.00,8333046175.00,,88.00,,authorization,success,8/22/2016
7677545631.00,8333055391.00,,186.82,,authorization,success,8/22/2016
7677566303.00,8333078431.00,,113.62,,authorization,success,8/22/2016
7677587551.00,8333101023.00,,124.55,,authorization,success,8/22/2016
7677594783.00,8333108575.00,,92.83,,authorization,success,8/22/2016
7677601311.00,8333116063.00,,148.00,,authorization,success,8/22/2016
7677605087.00,8333120863.00,,63.81,,authorization,success,8/22/2016
7677606943.00,8333122783.00,,272.03,,authorization,success,8/22/2016
7677610271.00,8333125983.00,,75.00,,authorization,success,8/22/2016
7677616287.00,8333132511.00,,42.00,,authorization,success,8/22/2016
7677621471.00,8333138527.00,,76.00,,authorization,success,8/22/2016
7677625887.00,8333144415.00,,196.85,,authorization,success,8/22/2016
7677633823.00,8333152543.00,,56.16,,authorization,success,8/22/2016
7677635871.00,8333154463.00,,97.00,,authorization,success,8/22/2016
7677636703.00,8333155359.00,,32.00,,authorization,success,8/22/2016
7677640479.00,8333159455.00,,32.00,,authorization,success,8/22/2016
7677647519.00,8333160159.00,,71.32,,authorization,failure,8/22/2016
7677641503.00,8333160607.00,,34.31,,authorization,success,8/22/2016
7677645535.00,8333165727.00,,84.00,,authorization,success,8/22/2016
7677647519.00,8333168031.00,,71.32,,authorization,success,8/22/2016
7677654175.00,8333171871.00,,141.00,,authorization,failure,8/22/2016
7677654175.00,8333175647.00,,141.00,,authorization,success,8/22/2016
7677654943.00,8333176607.00,,32.00,,authorization,success,8/22/2016
7677656095.00,8333177887.00,,67.00,,authorization,success,8/22/2016
7677658335.00,8333180639.00,,87.00,,authorization,success,8/22/2016
7677661151.00,8333183839.00,,77.00,,authorization,success,8/22/2016
7677661919.00,8333184799.00,,32.00,,authorization,success,8/22/2016
7677662175.00,8333184863.00,,42.00,,authorization,success,8/22/2016
7677664863.00,8333187871.00,,52.00,,authorization,success,8/22/2016
7677668575.00,8333191775.00,,122.36,,authorization,success,8/22/2016
7677670559.00,8333194079.00,,67.00,,authorization,success,8/22/2016
7677675743.00,8333199391.00,,49.00,,authorization,success,8/22/2016
7677679007.00,8333202911.00,,32.00,,authorization,success,8/22/2016
7677679327.00,8333203487.00,,52.00,,authorization,success,8/22/2016
7676539359.00,8333205471.00,8331919391,131.10,,capture,success,8/22/2016
7676549855.00,8333205599.00,8331930399,91.12,,capture,success,8/22/2016
7676553055.00,8333205791.00,8331934431,75.00,,capture,success,8/22/2016
7676564127.00,8333205919.00,8331948191,94.40,,capture,success,8/22/2016
7676566815.00,8333206111.00,8331950623,34.31,,capture,success,8/22/2016
7676582495.00,8333206431.00,8331968735,168.00,,capture,success,8/22/2016
7676590623.00,8333207007.00,8331978399,56.16,,capture,success,8/22/2016
7676594463.00,8333207263.00,8331982559,108.60,,capture,success,8/22/2016
7676602079.00,8333207519.00,8331991775,114.71,,capture,success,8/22/2016
7676610719.00,8333207583.00,8332001311,34.31,,capture,success,8/22/2016
7676620191.00,8333208095.00,8332012127,45.24,,capture,success,8/22/2016
7676629791.00,8333208159.00,8332022559,56.16,,capture,success,8/22/2016
7676633503.00,8333208223.00,8332026079,112.97,,capture,success,8/22/2016
7676633695.00,8333208351.00,8332026335,78.01,,capture,success,8/22/2016
7676636959.00,8333208479.00,8332029919,121.27,,capture,success,8/22/2016
7676638943.00,8333208607.00,8332032351,145.00,,capture,success,8/22/2016
7676641375.00,8333208863.00,8332035295,34.31,,capture,success,8/22/2016
7676649887.00,8333208927.00,8332045343,45.24,,capture,success,8/22/2016
7676657695.00,8333209247.00,8332054239,32.00,,capture,success,8/22/2016
7677685791.00,8333211999.00,,251.00,,authorization,success,8/22/2016
7677687647.00,8333213855.00,,32.00,,authorization,success,8/22/2016
7677687583.00,8333214111.00,,42.00,,authorization,success,8/22/2016
7677688991.00,8333215455.00,,106.83,,authorization,success,8/22/2016
7677689183.00,8333215711.00,,49.00,,authorization,success,8/22/2016
7677689503.00,8333215903.00,,163.16,,authorization,success,8/22/2016
7677690143.00,8333216799.00,,32.00,,authorization,success,8/22/2016
7677693407.00,8333221087.00,,122.00,,authorization,success,8/22/2016
7677694623.00,8333222303.00,,111.88,,authorization,success,8/22/2016
7677695455.00,8333223583.00,,45.24,,authorization,success,8/22/2016
7677700447.00,8333224095.00,,52.00,incorrect_zip,authorization,failure,8/22/2016
7677988767.00,8333227999.00,,80.20,incorrect_zip,authorization,failure,8/22/2016
7677700319.00,8333229151.00,,56.16,,authorization,success,8/22/2016
7677700447.00,8333229407.00,,52.00,,authorization,success,8/22/2016
7677701535.00,8333230751.00,,113.00,,authorization,success,8/22/2016
7677701983.00,8333231455.00,,180.24,,authorization,success,8/22/2016
7677707295.00,8333232479.00,,97.00,incorrect_zip,authorization,failure,8/22/2016
7677716447.00,8333235487.00,,207.00,card_declined,authorization,failure,8/22/2016
7677707295.00,8333237215.00,,97.00,,authorization,success,8/22/2016
7677716447.00,8333237983.00,,207.00,card_declined,authorization,failure,8/22/2016
7677709279.00,8333239583.00,,52.00,,authorization,success,8/22/2016
7677718495.00,8333240159.00,,32.00,incorrect_zip,authorization,failure,8/22/2016
7677714463.00,8333240799.00,,120.00,card_declined,authorization,failure,8/22/2016
7677716447.00,8333241375.00,,207.00,card_declined,authorization,failure,8/22/2016
7677710943.00,8333241695.00,,99.93,,authorization,success,8/22/2016
7677712095.00,8333242975.00,,72.55,,authorization,success,8/22/2016
7677713439.00,8333244383.00,,86.00,,authorization,success,8/22/2016
7677714463.00,8333245855.00,,120.00,,authorization,success,8/22/2016
7677715679.00,8333247519.00,,77.83,,authorization,success,8/22/2016
7677716447.00,8333248351.00,,207.00,,authorization,success,8/22/2016
7677717983.00,8333250015.00,,82.38,,authorization,success,8/22/2016
7677833695.00,8333382815.00,,74.00,,authorization,success,8/22/2016
7677718303.00,8333250463.00,,134.38,,authorization,success,8/22/2016
7677718495.00,8333250783.00,,32.00,,authorization,success,8/22/2016
7677719263.00,8333251551.00,,52.00,,authorization,success,8/22/2016
7677720863.00,8333253215.00,,34.31,,authorization,success,8/22/2016
7677721311.00,8333253855.00,,101.00,,authorization,success,8/22/2016
7677725023.00,8333257887.00,,149.67,,authorization,success,8/22/2016
7677726111.00,8333259039.00,,78.01,,authorization,success,8/22/2016
7677731039.00,8333259551.00,,86.00,incorrect_zip,authorization,failure,8/22/2016
7677726815.00,8333259743.00,,178.83,,authorization,success,8/22/2016
7677730143.00,8333263391.00,,81.29,,authorization,success,8/22/2016
7677731039.00,8333264543.00,,86.00,,authorization,success,8/22/2016
7677732127.00,8333265695.00,,226.00,,authorization,success,8/22/2016
7677734623.00,8333270047.00,,77.00,,authorization,success,8/22/2016
7677734687.00,8333270175.00,,80.20,,authorization,success,8/22/2016
7677735967.00,8333271647.00,,56.16,,authorization,success,8/22/2016
7677738655.00,8333274399.00,,86.00,,authorization,success,8/22/2016
7677740831.00,8333276767.00,,110.00,,authorization,success,8/22/2016
7677742879.00,8333279135.00,,52.00,,authorization,success,8/22/2016
7677743583.00,8333279839.00,,32.00,,authorization,success,8/22/2016
7677746143.00,8333282335.00,,69.00,,authorization,success,8/22/2016
7677746399.00,8333282847.00,,217.00,,authorization,success,8/22/2016
7677746719.00,8333283295.00,,45.11,,authorization,success,8/22/2016
7677747615.00,8333284127.00,,119.00,,authorization,success,8/22/2016
7677749279.00,8333285663.00,,240.00,,authorization,success,8/22/2016
7677753503.00,8333289823.00,,148.68,,authorization,success,8/22/2016
7677754527.00,8333291039.00,,203.21,,authorization,success,8/22/2016
7677754847.00,8333291551.00,,32.00,,authorization,success,8/22/2016
7677755935.00,8333292703.00,,279.68,,authorization,success,8/22/2016
7677756511.00,8333293279.00,,32.00,,authorization,success,8/22/2016
7677758495.00,8333295647.00,,139.00,,authorization,success,8/22/2016
7677758559.00,8333295711.00,,59.00,,authorization,success,8/22/2016
7677759263.00,8333296479.00,,32.00,,authorization,success,8/22/2016
7677759327.00,8333296607.00,,65.00,,authorization,success,8/22/2016
7677759647.00,8333297055.00,,75.00,,authorization,success,8/22/2016
7677760671.00,8333297951.00,,45.24,,authorization,success,8/22/2016
7677761503.00,8333298655.00,,94.00,,authorization,success,8/22/2016
7677762719.00,8333299743.00,,116.00,,authorization,success,8/22/2016
7677763039.00,8333299871.00,,82.38,,authorization,success,8/22/2016
7677762847.00,8333300063.00,,199.00,,authorization,success,8/22/2016
7677764895.00,8333301983.00,,161.80,,authorization,success,8/22/2016
7677766303.00,8333303519.00,,197.70,,authorization,success,8/22/2016
7677766751.00,8333304287.00,,86.00,,authorization,success,8/22/2016
7677768863.00,8333306207.00,,59.00,,authorization,success,8/22/2016
7677769183.00,8333307039.00,,34.31,,authorization,success,8/22/2016
7677774239.00,8333307103.00,,34.31,card_declined,authorization,failure,8/22/2016
7677770079.00,8333308063.00,,94.40,,authorization,success,8/22/2016
7677772831.00,8333310687.00,,45.24,,authorization,success,8/22/2016
7677774239.00,8333312031.00,,34.31,,authorization,success,8/22/2016
7677777119.00,8333315615.00,,34.31,,authorization,success,8/22/2016
7676331935.00,8333317599.00,8331688479,124.55,,capture,success,8/22/2016
7676331935.00,8333318239.00,8333317599,124.55,,refund,success,8/22/2016
7676363167.00,8333321247.00,8331722975,0.00,,void,success,8/22/2016
7677781983.00,8333321375.00,,158.00,,authorization,success,8/22/2016
7676658079.00,8333323359.00,8332054815,132.00,,capture,success,8/22/2016
7676672351.00,8333323423.00,8332072735,45.24,,capture,success,8/22/2016
7676689567.00,8333323615.00,8332092511,34.31,,capture,success,8/22/2016
7676695775.00,8333323679.00,8332099103,61.63,,capture,success,8/22/2016
7677784095.00,8333323871.00,,137.00,,authorization,success,8/22/2016
7676711455.00,8333323935.00,8332116639,151.86,,capture,success,8/22/2016
7676713759.00,8333324127.00,8332119071,113.62,,capture,success,8/22/2016
7676717215.00,8333324575.00,8332122847,168.25,,capture,success,8/22/2016
7677784799.00,8333324703.00,,102.05,,authorization,success,8/22/2016
7676724895.00,8333324767.00,8332131359,138.70,,capture,success,8/22/2016
7676727455.00,8333324895.00,8332135455,113.62,,capture,success,8/22/2016
7676824287.00,8333325087.00,8332252767,133.29,,capture,success,8/22/2016
7676870751.00,8333325663.00,8332308639,100.00,,capture,success,8/22/2016
7677785823.00,8333325983.00,,32.00,,authorization,success,8/22/2016
7676880287.00,8333326431.00,8332320415,52.00,,capture,success,8/22/2016
7676882847.00,8333327007.00,8332323295,210.97,,capture,success,8/22/2016
7676905311.00,8333327647.00,8332351583,56.16,,capture,success,8/22/2016
7677791583.00,8333327711.00,,137.66,incorrect_zip,authorization,failure,8/22/2016
7676906399.00,8333327775.00,8332352991,157.97,,capture,success,8/22/2016
7676928287.00,8333327967.00,8332379359,67.00,,capture,success,8/22/2016
7676950559.00,8333328607.00,8332405151,157.97,,capture,success,8/22/2016
7676970591.00,8333329055.00,8332426399,76.00,,capture,success,8/22/2016
7676978527.00,8333329183.00,8332436319,103.00,,capture,success,8/22/2016
7676989599.00,8333329247.00,8332448287,270.48,,capture,success,8/22/2016
7677033695.00,8333329311.00,8332496671,149.00,,capture,success,8/22/2016
7677036255.00,8333329631.00,8332500063,121.00,,capture,success,8/22/2016
7677053023.00,8333329823.00,8332520287,32.00,,capture,success,8/22/2016
7677060767.00,8333330399.00,8332530079,125.00,,capture,success,8/22/2016
7677789535.00,8333330591.00,,478.52,,authorization,success,8/22/2016
7677083615.00,8333330783.00,8332555423,154.83,,capture,success,8/22/2016
7677109471.00,8333330911.00,8332585695,82.38,,capture,success,8/22/2016
7677147743.00,8333331039.00,8332630751,32.00,,capture,success,8/22/2016
7677148319.00,8333331103.00,8332631135,222.83,,capture,success,8/22/2016
7677160543.00,8333331167.00,8332646111,114.00,,capture,success,8/22/2016
7677790559.00,8333331999.00,,113.62,,authorization,success,8/22/2016
7677225439.00,8333333023.00,8332687455,145.00,,capture,success,8/22/2016
7677791583.00,8333333407.00,,137.66,,authorization,success,8/22/2016
7677229151.00,8333333471.00,8332691999,77.00,,capture,success,8/22/2016
7677250015.00,8333333663.00,8332716383,32.00,,capture,success,8/22/2016
7677255135.00,8333333983.00,8332723295,165.83,,capture,success,8/22/2016
7677256863.00,8333334111.00,8332725407,45.24,,capture,success,8/22/2016
7677791839.00,8333334239.00,,100.00,,authorization,success,8/22/2016
7677260575.00,8333334303.00,8332729951,52.00,,capture,success,8/22/2016
7677261663.00,8333334623.00,8332731487,158.00,,capture,success,8/22/2016
7677262943.00,8333335263.00,8332732767,182.00,,capture,success,8/22/2016
7677265375.00,8333336287.00,8332735391,32.00,,capture,success,8/22/2016
7677267935.00,8333337055.00,8332738399,45.00,,capture,success,8/22/2016
7677268639.00,8333337183.00,8332739167,32.00,,capture,success,8/22/2016
7677794463.00,8333337247.00,,56.16,,authorization,success,8/22/2016
7677269023.00,8333337375.00,8332739487,112.00,,capture,success,8/22/2016
7677271455.00,8333338079.00,8332741855,65.00,,capture,success,8/22/2016
7677283935.00,8333338399.00,8332756575,226.00,,capture,success,8/22/2016
7677285855.00,8333338463.00,8332758623,107.97,,capture,success,8/22/2016
7677307359.00,8333339103.00,8332786143,42.00,,capture,success,8/22/2016
7677307487.00,8333339295.00,8332786335,87.00,,capture,success,8/22/2016
7677308703.00,8333339551.00,8332788063,49.00,,capture,success,8/22/2016
7677329375.00,8333339615.00,8332812319,229.85,,capture,success,8/22/2016
7677330079.00,8333339743.00,8332813151,34.31,,capture,success,8/22/2016
7677330271.00,8333339807.00,8332813215,126.73,,capture,success,8/22/2016
7677338463.00,8333339999.00,8332822879,113.62,,capture,success,8/22/2016
7677339999.00,8333340127.00,8332824991,45.24,,capture,success,8/22/2016
7677353119.00,8333340383.00,8332840991,132.00,,capture,success,8/22/2016
7677796447.00,8333340511.00,,161.83,,authorization,success,8/22/2016
7677796575.00,8333340575.00,,215.70,,authorization,success,8/22/2016
7677364639.00,8333341023.00,8332853727,45.00,,capture,success,8/22/2016
7677368287.00,8333341215.00,8332858143,268.00,,capture,success,8/22/2016
7677371871.00,8333341471.00,8332862623,72.55,,capture,success,8/22/2016
7677374943.00,8333341599.00,8332865759,100.00,,capture,success,8/22/2016
7677381087.00,8333341791.00,8332872991,87.00,,capture,success,8/22/2016
7677381471.00,8333342239.00,8332873439,124.55,,capture,success,8/22/2016
7677383711.00,8333342623.00,8332876127,32.00,,capture,success,8/22/2016
7677401823.00,8333342751.00,8332897439,103.00,,capture,success,8/22/2016
7677412447.00,8333343007.00,8332909279,91.12,,capture,success,8/22/2016
7677413279.00,8333343263.00,8332910495,131.10,,capture,success,8/22/2016
7677413919.00,8333343903.00,8332911391,179.17,,capture,success,8/22/2016
7677415647.00,8333344031.00,8332913119,94.40,,capture,success,8/22/2016
7677421151.00,8333344287.00,8332919647,65.00,,capture,success,8/22/2016
7677426655.00,8333344607.00,8332925535,331.00,,capture,success,8/22/2016
7677427807.00,8333344799.00,8332927071,121.00,,capture,success,8/22/2016
7677431007.00,8333344991.00,8332930719,136.80,,capture,success,8/22/2016
7677431711.00,8333345759.00,8332931551,121.00,,capture,success,8/22/2016
7677435999.00,8333346015.00,8332937311,45.24,,capture,success,8/22/2016
7677438879.00,8333346271.00,8332940639,87.00,,capture,success,8/22/2016
7677442463.00,8333346911.00,8332945055,42.00,,capture,success,8/22/2016
7677442975.00,8333347359.00,8332945567,126.00,,capture,success,8/22/2016
7677802335.00,8333348063.00,,59.00,,authorization,success,8/22/2016
7677804063.00,8333350303.00,,109.25,,authorization,success,8/22/2016
7677806367.00,8333352671.00,,34.31,,authorization,success,8/22/2016
7677807327.00,8333353759.00,,52.00,,authorization,success,8/22/2016
7677807903.00,8333354335.00,,32.00,,authorization,success,8/22/2016
7677808863.00,8333355551.00,,81.29,,authorization,success,8/22/2016
7677809567.00,8333356383.00,,56.16,,authorization,success,8/22/2016
7677811807.00,8333358495.00,,61.63,,authorization,success,8/22/2016
7677387807.00,8333359839.00,8332881247,119.00,,capture,success,8/22/2016
7677814431.00,8333361759.00,,132.48,,authorization,success,8/22/2016
7677815263.00,8333362463.00,,49.00,,authorization,success,8/22/2016
7677818399.00,8333366303.00,,100.00,,authorization,success,8/22/2016
7677819039.00,8333367071.00,,154.00,,authorization,success,8/22/2016
7677928351.00,8333367775.00,,59.00,,authorization,failure,8/22/2016
7677820319.00,8333368479.00,,70.37,,authorization,success,8/22/2016
7677513503.00,8333369503.00,8333021215,0.00,,void,success,8/22/2016
7677821663.00,8333369695.00,,215.22,,authorization,success,8/22/2016
7677822175.00,8333370271.00,,67.00,,authorization,success,8/22/2016
7677823647.00,8333372191.00,,131.10,,authorization,success,8/22/2016
7677824351.00,8333372831.00,,52.00,,authorization,success,8/22/2016
7677825247.00,8333374047.00,,42.00,,authorization,success,8/22/2016
7677825439.00,8333374111.00,,32.00,,authorization,success,8/22/2016
7677825631.00,8333374431.00,,107.83,,authorization,success,8/22/2016
7677825759.00,8333374687.00,,34.31,,authorization,success,8/22/2016
7677826207.00,8333374943.00,,32.00,,authorization,success,8/22/2016
7677827487.00,8333376543.00,,121.70,,authorization,success,8/22/2016
7677828383.00,8333377119.00,,39.00,,authorization,success,8/22/2016
7677829407.00,8333378207.00,,61.63,,authorization,success,8/22/2016
7677831263.00,8333380191.00,,42.00,,authorization,success,8/22/2016
7677843807.00,8333388959.00,,34.31,incorrect_zip,authorization,failure,8/22/2016
7677838431.00,8333389151.00,,34.31,,authorization,success,8/22/2016
7677848543.00,8333394911.00,,52.00,incorrect_zip,authorization,failure,8/22/2016
7677843807.00,8333395743.00,,34.31,,authorization,success,8/22/2016
7677844127.00,8333396127.00,,112.00,,authorization,success,8/22/2016
7677846431.00,8333398431.00,,52.00,,authorization,success,8/22/2016
7677847903.00,8333400607.00,,94.00,,authorization,success,8/22/2016
7677848543.00,8333401183.00,,52.00,,authorization,success,8/22/2016
7677851167.00,8333404703.00,,56.16,,authorization,success,8/22/2016
7677928351.00,8333410399.00,,59.00,,authorization,failure,8/22/2016
7677928351.00,8333415583.00,,59.00,,authorization,failure,8/22/2016
7677860063.00,8333416223.00,,93.31,,authorization,success,8/22/2016
7677860511.00,8333416927.00,,32.00,,authorization,success,8/22/2016
7677861983.00,8333419103.00,,52.00,,authorization,success,8/22/2016
7677864607.00,8333421983.00,,34.31,,authorization,success,8/22/2016
7677865055.00,8333422175.00,,42.00,,authorization,success,8/22/2016
7677875807.00,8333434975.00,,34.31,,authorization,success,8/22/2016
7677876383.00,8333435551.00,,57.83,,authorization,success,8/22/2016
7677796447.00,8333439775.00,8333340511,161.83,,capture,success,8/22/2016
7677879519.00,8333439967.00,,42.00,,authorization,success,8/22/2016
7677796575.00,8333440095.00,8333340575,215.70,,capture,success,8/22/2016
7677802335.00,8333440159.00,8333348063,59.00,,capture,success,8/22/2016
7677804063.00,8333440671.00,8333350303,109.25,,capture,success,8/22/2016
7677806367.00,8333441247.00,8333352671,34.31,,capture,success,8/22/2016
7677807327.00,8333441311.00,8333353759,52.00,,capture,success,8/22/2016
7677880671.00,8333441759.00,,76.00,,authorization,success,8/22/2016
7677807903.00,8333442015.00,8333354335,32.00,,capture,success,8/22/2016
7677808863.00,8333442143.00,8333355551,81.29,,capture,success,8/22/2016
